raceId,driverId,stop,lap,time,duration,milliseconds
1139,830,1,25,14:47:52,24.228,24228
1139,844,1,26,14:49:20,23.817,23817
1139,815,1,26,14:49:57,23.580,23580
1139,4,1,26,14:50:15,24.247,24247
1139,807,1,27,14:51:40,24.500,24500
1139,840,1,27,14:52:06,26.399,26399
1139,846,1,31,14:57:52,23.731,23731
1139,839,1,31,14:58:47,24.156,24156
1139,857,1,32,14:59:38,24.107,24107
1139,848,2,33,15:02:17,24.391,24391
1139,855,2,35,15:05:59,24.890,24890
1139,859,1,36,15:06:52,23.839,23839
1139,825,2,38,15:10:18,24.087,24087
1139,861,1,39,15:11:56,23.971,23971
1139,847,1,40,15:13:16,29.327,29327
1139,839,2,51,15:32:32,26.175,26175
1140,815,1,20,14:35:55,27.730,27730
1140,830,1,26,14:43:43,43.730,43730
1140,840,1,26,14:44:17,22.592,22592
1140,1,1,28,14:46:42,22.538,22538
1140,842,1,28,14:46:56,23.204,23204
1140,807,1,29,14:48:15,23.077,23077
1140,846,1,30,14:49:15,22.111,22111
1140,825,1,30,14:49:36,23.332,23332
1140,844,1,31,14:50:30,22.860,22860
1140,847,1,31,14:50:44,22.462,22462
1140,832,1,32,14:51:43,22.249,22249
1140,857,1,39,15:02:09,21.825,21825
1140,859,1,39,15:02:15,22.586,22586
1140,855,1,43,15:08:09,22.935,22935
1140,815,2,43,15:08:13,22.174,22174
1140,861,1,47,15:13:22,23.895,23895
1140,839,1,48,15:14:59,23.245,23245
1140,822,1,49,15:16:16,22.505,22505
1140,859,2,65,15:38:15,30.299,30299
1140,844,2,69,15:42:04,22.690,22690
1140,815,3,68,15:42:41,21.920,21920
1141,844,1,24,13:24:06,24.573,24573
1141,807,1,25,13:25:44,25.369,25369
1141,861,1,26,13:27:23,25.287,25287
1141,857,1,27,13:28:37,26.050,26050
1141,4,1,27,13:28:41,25.107,25107
1141,860,1,27,13:28:52,35.755,35755
1141,1,1,27,13:28:55,25.205,25205
1141,832,1,27,13:29:01,25.920,25920
1141,815,1,27,13:29:04,26.692,26692
1141,855,1,27,13:29:32,25.248,25248
1141,847,1,28,13:29:59,25.698,25698
1141,846,1,28,13:30:01,24.764,24764
1141,852,1,28,13:30:16,25.431,25431
1141,859,1,28,13:30:35,28.167,28167
1141,807,2,27,13:31:21,58.984,58984
1141,855,2,28,13:31:38,27.067,27067
1141,861,2,30,13:35:02,25.239,25239
1141,807,3,29,13:36:17,28.590,28590
1141,839,1,32,13:38:37,23:28.695,1408695
1141,830,1,32,13:38:39,23:29.303,1409303
1141,855,3,31,13:38:42,21:23.154,1283154
1141,842,1,32,13:38:45,23:27.586,1407586
1141,846,2,32,13:38:46,23:35.363,1415363
1141,847,2,32,13:38:51,23:35.838,1415838
1141,852,2,32,13:38:53,23:39.030,1419030
1141,844,2,32,13:38:55,23:40.260,1420260
1141,857,2,32,13:38:58,23:40.270,1420270
1141,4,2,32,13:39:00,23:42.872,1422872
1141,859,2,32,13:39:03,23:42.722,1422722
1141,1,2,32,13:39:05,23:45.703,1425703
1141,822,1,32,13:39:10,23:42.094,1422094
1141,832,2,32,13:39:11,23:44.659,1424659
1141,815,2,32,13:39:13,23:45.215,1425215
1141,860,2,32,13:39:16,23:44.737,1424737
1141,855,4,32,14:01:55,1:08.542,68542
1142,4,1,4,22:10:35,21.407,21407
1142,844,1,9,22:18:44,21.329,21329
1142,846,1,9,22:18:45,21.194,21194
1142,848,1,9,22:18:56,22.012,22012
1142,840,1,9,22:18:57,34.863,34863
1142,832,1,10,22:20:21,21.048,21048
1142,842,1,10,22:20:28,22.179,22179
1142,852,1,10,22:20:29,21.168,21168
1142,857,1,10,22:20:30,27.732,27732
1142,830,1,11,22:21:59,20.697,20697
1142,839,1,11,22:22:13,15.790,15790
1142,855,1,11,22:22:14,22.960,22960
1142,859,1,11,22:22:17,21.049,21049
1142,847,1,12,22:23:29,21.072,21072
1142,839,2,12,22:24:07,21.142,21142
1142,1,1,13,22:25:24,21.067,21067
1142,807,1,14,22:27:15,21.511,21511
1142,861,1,16,22:30:50,21.170,21170
1142,815,1,17,22:32:20,21.294,21294
1142,825,1,17,22:32:31,21.963,21963
1142,822,1,17,22:32:34,21.623,21623
1142,4,2,24,22:44:09,21.407,21407
1142,857,2,25,22:45:37,21.082,21082
1142,861,2,26,22:47:34,21.221,21221
1142,830,2,27,22:48:30,22.254,22254
1142,1,2,27,22:48:34,21.355,21355
1142,832,2,28,22:50:14,20.879,20879
1142,840,2,28,22:50:55,21.588,21588
1142,852,2,29,22:52:13,21.208,21208
1142,846,2,30,22:53:40,20.668,20668
1142,844,2,31,22:55:05,21.585,21585
1142,847,2,32,22:56:26,20.975,20975
1142,815,2,32,22:57:18,21.034,21034
1142,807,2,33,22:58:49,21.702,21702
1142,855,2,34,23:00:44,21.761,21761
1142,822,2,35,23:02:48,22.821,22821
1142,859,2,38,23:07:28,20.642,20642
1142,839,3,45,23:18:59,21.858,21858
1142,846,3,48,23:22:59,21.059,21059
1143,840,1,1,19:05:45,29.783,29783
1143,807,1,1,19:06:14,32.957,32957
1143,840,2,7,19:17:19,41.674,41674
1143,847,1,23,19:39:53,32.309,32309
1143,822,1,24,19:41:56,29.034,29034
1143,825,1,27,19:46:04,28.543,28543
1143,807,2,31,19:52:08,28.343,28343
1143,857,1,34,19:55:28,27.818,27818
1143,832,1,34,19:55:52,36.143,36143
1143,1,1,34,19:56:36,37.915,37915
1143,830,1,35,19:56:43,28.303,28303
1143,846,1,35,19:56:47,28.024,28024
1143,844,1,35,19:57:03,28.460,28460
1143,815,1,35,19:57:29,28.088,28088
1143,842,1,35,19:57:50,28.792,28792
1143,847,2,35,19:57:59,27.870,27870
1143,4,1,35,19:58:01,28.628,28628
1143,855,1,35,19:58:03,29.085,29085
1143,852,1,35,19:58:23,29.024,29024
1143,848,1,35,19:58:26,29.179,29179
1143,859,1,35,19:58:28,45.049,45049
1143,830,2,36,19:59:32,23.884,23884
1143,1,2,35,19:59:34,23.412,23412
1143,822,2,35,19:59:35,28.968,28968
1143,846,2,36,19:59:37,25.592,25592
1143,844,2,36,19:59:40,25.675,25675
1143,857,2,36,19:59:44,22.867,22867
1143,815,2,36,19:59:53,22.705,22705
1143,842,2,36,20:00:12,22.717,22717
1143,847,3,36,20:00:22,22.763,22763
1143,832,2,36,20:00:24,22.776,22776
1143,4,2,36,20:00:27,28.592,28592
1143,855,2,36,20:00:29,23.228,23228
1143,825,2,36,20:00:33,22.696,22696
1143,852,2,36,20:00:47,22.714,22714
1143,848,2,36,20:00:48,22.710,22710
1143,807,3,36,20:00:50,23.810,23810
1143,859,2,36,20:01:08,22.737,22737
1143,830,3,37,20:02:21,22.703,22703
1143,1,3,36,20:02:23,26.815,26815
1143,846,3,37,20:02:24,28.746,28746
1143,822,3,36,20:02:25,28.140,28140
1143,844,3,37,20:02:26,28.983,28983
1143,857,3,37,20:02:28,29.326,29326
1143,815,3,37,20:02:30,29.459,29459
1143,842,3,37,20:02:33,30.488,30488
1143,847,4,37,20:02:34,34.037,34037
1143,832,3,37,20:02:35,34.356,34356
1143,855,3,37,20:02:37,34.818,34818
1143,4,3,37,20:02:41,32.811,32811
1143,825,3,37,20:02:42,33.363,33363
1143,852,3,37,20:02:45,35.849,35849
1143,848,3,37,20:02:46,36.548,36548
1143,807,4,37,20:02:48,37.692,37692
1143,859,3,37,20:03:03,26.790,26790
1143,852,4,40,20:09:21,29.271,29271
1143,859,4,40,20:09:24,34.655,34655
1143,846,4,45,20:17:59,36.069,36069
1143,1,4,47,20:21:04,22.705,22705
1143,848,4,55,20:32:43,39.687,39687
1144,861,1,3,17:09:29,24.941,24941
1144,857,1,4,17:10:26,23.582,23582
1144,822,1,6,17:13:23,41.144,41144
1144,840,1,11,17:20:50,23.266,23266
1144,825,1,12,17:22:19,26.363,26363
1144,855,1,12,17:22:26,23.024,23024
1144,848,1,12,17:22:27,22.065,22065
1144,807,1,13,17:23:45,21.530,21530
1144,4,1,13,17:23:49,23.326,23326
1144,842,1,14,17:25:11,22.059,22059
1144,844,1,20,17:34:12,21.869,21869
1144,852,1,22,17:37:40,21.869,21869
1144,862,1,22,17:37:42,22.080,22080
1144,859,1,23,17:39:04,23.415,23415
1144,859,2,24,17:41:00,22.565,22565
1144,832,1,25,17:41:22,21.280,21280
1144,846,1,26,17:42:49,21.276,21276
1144,847,1,26,17:43:11,21.656,21656
1144,830,1,29,17:47:46,32.652,32652
1144,825,2,29,17:48:18,21.678,21678
1144,859,3,29,17:48:52,32.317,32317
1144,825,3,30,17:50:20,22.815,22815
1144,857,2,32,17:52:42,32.774,32774
1144,840,2,32,17:52:48,22.053,22053
1144,1,1,34,17:55:17,21.694,21694
1144,4,2,37,18:00:10,22.437,22437
1144,855,2,39,18:03:21,28.765,28765
1144,825,4,55,18:28:06,22.090,22090
