raceId,driverId,lap,position,time,milliseconds
1121,852,49,13,1:36.695,96695
1121,852,50,13,1:36.827,96827
1121,852,51,13,1:37.067,97067
1121,852,52,14,1:39.042,99042
1121,852,53,14,1:36.838,96838
1121,852,54,14,1:36.672,96672
1121,852,55,14,1:37.269,97269
1121,852,56,14,1:37.473,97473
1121,848,1,11,1:43.888,103888
1121,848,2,11,1:38.826,98826
1121,848,3,11,1:38.507,98507
1121,848,4,11,1:38.422,98422
1121,848,5,11,1:38.509,98509
1121,848,6,11,1:38.575,98575
1121,848,7,11,1:38.971,98971
1121,848,8,11,1:38.660,98660
1121,848,9,11,1:38.652,98652
1121,848,10,11,1:38.952,98952
1121,848,11,11,1:38.835,98835
1121,848,12,9,1:38.934,98934
1121,848,13,6,1:38.823,98823
1121,848,14,5,1:38.977,98977
1121,848,15,5,1:41.171,101171
1121,848,16,15,1:59.341,119341
1121,848,17,14,1:37.392,97392
1121,848,18,14,1:37.590,97590
1121,848,19,14,1:37.763,97763
1121,848,20,14,1:37.701,97701
1121,848,21,14,1:37.918,97918
1121,848,22,14,1:38.031,98031
1121,848,23,14,1:37.869,97869
1121,848,24,14,1:38.204,98204
1121,848,25,14,1:38.226,98226
1121,848,26,14,1:38.100,98100
1121,848,27,14,1:38.296,98296
1121,848,28,13,1:38.048,98048
1121,848,29,12,1:37.879,97879
1121,848,30,12,1:37.968,97968
1121,848,31,12,1:38.135,98135
1121,848,32,11,1:38.183,98183
1121,848,33,11,1:38.346,98346
1121,848,34,11,1:37.750,97750
1121,848,35,10,1:37.767,97767
1121,848,36,10,1:40.333,100333
1121,848,37,16,1:57.632,117632
1121,848,38,16,1:36.129,96129
1121,848,39,16,1:35.856,95856
1121,848,40,16,1:35.723,95723
1121,848,41,16,1:35.885,95885
1121,848,42,15,1:35.799,95799
1121,848,43,15,1:35.766,95766
1121,848,44,15,1:35.783,95783
1121,848,45,15,1:35.758,95758
1121,848,46,15,1:36.008,96008
1121,848,47,15,1:36.026,96026
1121,848,48,15,1:36.135,96135
1121,848,49,15,1:37.102,97102
1121,848,50,15,1:37.616,97616
1121,848,51,15,1:37.493,97493
1121,848,52,15,1:36.218,96218
1121,848,53,15,1:36.308,96308
1121,848,54,15,1:36.334,96334
1121,848,55,15,1:36.593,96593
1121,848,56,15,1:36.922,96922
1121,825,1,12,1:44.349,104349
1121,825,2,12,1:38.911,98911
1121,825,3,12,1:38.399,98399
1121,825,4,12,1:38.497,98497
1121,825,5,12,1:38.576,98576
1121,825,6,12,1:38.529,98529
1121,825,7,12,1:40.058,100058
1121,825,8,12,1:39.172,99172
1121,825,9,12,1:38.861,98861
1121,825,10,12,1:38.747,98747
1121,825,11,12,1:41.088,101088
1121,825,12,17,1:59.682,119682
1121,825,13,15,1:36.890,96890
1121,825,14,14,1:37.590,97590
1121,825,15,14,1:38.332,98332
1121,825,16,13,1:37.749,97749
1121,825,17,13,1:38.282,98282
1121,825,18,13,1:37.583,97583
1121,825,19,13,1:37.792,97792
1121,825,20,13,1:38.062,98062
1121,825,21,13,1:38.010,98010
1121,825,22,13,1:38.147,98147
1121,825,23,13,1:38.293,98293
1121,825,24,13,1:38.156,98156
1121,825,25,13,1:38.290,98290
1121,825,26,13,1:38.093,98093
1121,825,27,12,1:38.226,98226
1121,825,28,12,1:37.936,97936
1121,825,29,11,1:37.965,97965
1121,825,30,11,1:38.040,98040
1121,825,31,11,1:38.000,98000
1121,825,32,13,1:40.565,100565
1121,825,33,16,1:56.655,116655
1121,825,34,16,1:35.570,95570
1121,825,35,16,1:35.698,95698
1121,825,36,14,1:35.851,95851
1121,825,37,13,1:35.741,95741
1121,825,38,12,1:36.042,96042
1121,825,39,12,1:35.876,95876
1121,825,40,12,1:36.071,96071
1121,825,41,12,1:36.340,96340
1121,825,42,12,1:36.310,96310
1121,825,43,12,1:36.232,96232
1121,825,44,12,1:36.249,96249
1121,825,45,12,1:36.349,96349
1121,825,46,12,1:36.446,96446
1121,825,47,12,1:36.454,96454
1121,825,48,12,1:36.679,96679
1121,825,49,12,1:36.842,96842
1121,825,50,12,1:37.035,97035
1121,825,51,12,1:36.929,96929
1121,825,52,12,1:36.930,96930
1121,825,53,12,1:37.958,97958
1121,825,54,12,1:36.890,96890
1121,825,55,12,1:37.457,97457
1121,825,56,12,1:37.584,97584
1121,855,1,13,1:44.801,104801
1121,855,2,13,1:38.920,98920
1121,855,3,13,1:38.582,98582
1121,855,4,13,1:38.428,98428
1121,855,5,13,1:38.798,98798
1121,855,6,13,1:38.488,98488
1121,855,7,13,1:39.517,99517
1121,855,8,13,1:39.646,99646
1121,855,9,16,1:41.849,101849
1121,855,10,17,1:59.328,119328
1121,855,11,16,1:36.365,96365
1121,855,12,15,1:36.995,96995
1121,855,13,13,1:37.436,97436
1121,855,14,12,1:37.482,97482
1121,855,15,11,1:37.500,97500
1121,855,16,9,1:37.659,97659
1121,855,17,10,1:38.475,98475
1121,855,18,10,1:37.552,97552
1121,855,19,10,1:37.652,97652
1121,855,20,10,1:37.749,97749
1121,855,21,10,1:37.947,97947
1121,855,22,10,1:37.852,97852
1121,855,23,10,1:37.788,97788
1121,855,24,10,1:37.894,97894
1121,855,25,10,1:37.883,97883
1121,855,26,10,1:37.995,97995
1121,855,27,10,1:38.053,98053
1121,855,28,11,1:40.675,100675
1121,855,29,17,1:57.076,117076
1121,855,30,17,1:35.458,95458
1121,855,31,14,1:36.297,96297
1121,855,32,14,1:36.048,96048
1121,855,33,14,1:37.971,97971
1121,855,34,14,1:36.518,96518
1121,855,35,13,1:36.546,96546
1121,855,36,12,1:36.931,96931
1121,855,37,11,1:36.805,96805
1121,855,38,11,1:36.857,96857
1121,855,39,11,1:36.637,96637
1121,855,40,11,1:36.683,96683
1121,855,41,11,1:36.695,96695
1121,855,42,10,1:36.652,96652
1121,855,43,10,1:36.771,96771
1121,855,44,11,1:37.417,97417
1121,855,45,11,1:36.680,96680
1121,855,46,11,1:36.741,96741
1121,855,47,11,1:36.561,96561
1121,855,48,11,1:36.654,96654
1121,855,49,11,1:36.720,96720
1121,855,50,11,1:36.792,96792
1121,855,51,11,1:37.042,97042
1121,855,52,11,1:37.394,97394
1121,855,53,11,1:37.141,97141
1121,855,54,11,1:38.389,98389
1121,855,55,11,1:37.383,97383
1121,855,56,11,1:37.333,97333
1121,817,1,14,1:45.668,105668
1121,817,2,15,1:39.509,99509
1121,817,3,15,1:38.760,98760
1121,817,4,15,1:38.610,98610
1121,817,5,15,1:38.704,98704
1121,817,6,15,1:38.689,98689
1121,817,7,15,1:39.193,99193
1121,817,8,15,1:39.529,99529
1121,817,9,14,1:39.338,99338
1121,817,10,13,1:38.782,98782
1121,817,11,13,1:39.033,99033
1121,817,12,10,1:38.893,98893
1121,817,13,10,1:42.173,102173
1121,817,14,16,1:59.408,119408
1121,817,15,16,1:37.070,97070
1121,817,16,16,1:37.176,97176
1121,817,17,16,1:37.290,97290
1121,817,18,16,1:37.700,97700
1121,817,19,16,1:38.350,98350
1121,817,20,16,1:37.865,97865
1121,817,21,15,1:37.392,97392
1121,817,22,15,1:37.750,97750
1121,817,23,15,1:37.772,97772
1121,817,24,15,1:37.766,97766
1121,817,25,15,1:37.973,97973
1121,817,26,15,1:38.029,98029
1121,817,27,15,1:38.152,98152
1121,817,28,14,1:38.045,98045
1121,817,29,13,1:37.960,97960
1121,817,30,13,1:37.978,97978
1121,817,31,13,1:38.154,98154
1121,817,32,12,1:38.025,98025
1121,817,33,12,1:38.150,98150
1121,817,34,12,1:38.246,98246
1121,817,35,11,1:40.595,100595
1121,817,36,16,1:56.995,116995
1121,817,37,15,1:35.163,95163
